GYRO,[id],[Time],[X],[Y]
0,1668903968285,0.7049384713172913,-0.6414085030555725,0.2272418737411499
1,1668903968298,0.4349360466003418,-0.7489207983016968,0.2590068578720093
2,1668903968310,0.43249258399009705,-0.8356636762619019,0.2480112910270691
3,1668903968325,0.2736676335334778,-0.8063421249389648,0.18325957655906677
4,1668903968338,0.14905111491680145,-0.6633996367454529,0.18570303916931152
5,1668903968350,0.1563815027475357,-0.685390830039978,0.10018189996480942
6,1668903968365,0.42149701714515686,-0.49724429845809937,0.29077184200286865
7,1668903968381,0.66584312915802,-0.5607742667198181,0.24434609711170197
8,1668903968403,-0.11972958594560623,-0.35063666105270386,0.21380282938480377
9,1668903968411,0.18936823308467865,-0.49846604466438293,0.10873401165008545
10,1668903968426,0.07330382615327835,-0.4948008358478546,0.2919935882091522
11,1668903968442,-0.8588765263557434,-0.6927211880683899,0.1771509200334549
12,1668903968463,-1.0250319242477417,-0.5693264007568359,0.1869247704744339
13,1668903968473,-1.0812314748764038,-0.5900958180427551,0.019547687843441963
14,1668903968484,-0.6670648455619812,-0.5229006409645081,-0.08552113175392151
15,1668903968494,-0.4129449129104614,-0.37140607833862305,-0.22602014243602753
16,1668903968505,-0.16004669666290283,-0.18814650177955627,-0.35185837745666504
17,1668903968515,-0.0403171069920063,-0.10751228034496307,-0.39217549562454224
18,1668903968524,-0.08552113175392151,-0.18570303916931152,-0.4337143301963806
19,1668903968534,-0.22113321721553802,-0.3677408695220947,-0.42271876335144043
20,1668903968545,0.30543261766433716,-0.47769662737846375,-0.3384193480014801
21,1668903968573,-0.3982841372489929,0.030543262138962746,0.06963863968849182
22,1668903968583,-0.07452555745840073,0.04764748737215996,0.22968533635139465
23,1668903968593,0.12217304855585098,0.25534167885780334,0.769690215587616
24,1668903968605,-0.8515461683273315,0.5436700582504272,1.0396926403045654
25,1668903968613,-0.7330383062362671,0.6340781450271606,1.282817006111145
26,1668903968623,-0.6682865619659424,0.7635815739631653,1.0824532508850098
27,1668903968634,-0.4178318381309509,1.0653489828109741,1.0030407905578613
28,1668903968644,-0.07452555745840073,1.2290608882904053,0.6243042945861816
29,1668903968654,-0.07452555745840073,1.2290608882904053,0.6243042945861816
30,1668903968665,-0.1258382350206375,1.19607412815094,0.39217549562454224
31,1668903968675,-0.1368338167667389,1.0152580738067627,0.32620203495025635
32,1668903968685,-0.1966986060142517,0.6450737118721008,0.18448130786418915
33,1668903968694,-0.19547687470912933,0.6377432942390442,-0.01710422709584236
34,1668903968709,0.15760323405265808,0.9639453291893005,-0.08918632566928864
35,1668903968717,0.27488934993743896,1.0800096988677979,0.13561208546161652
36,1668903968726,0.27488934993743896,1.0800096988677979,0.13561208546161652
37,1668903968740,0.4129449129104614,0.7367035150527954,0.05009094998240471
38,1668903968750,0.4129449129104614,0.7367035150527954,0.05009094998240471
39,1668903968763,0.5681046843528748,0.608421802520752,-0.015882495790719986
40,1668903968775,0.44715335965156555,0.5925393104553223,0.00855211354792118
41,1668903968787,0.1869247704744339,0.6401867866516113,0.08674286305904388
42,1668903968805,-0.16249015927314758,0.7831292152404785,0.2321287989616394
43,1668903968813,-0.051312681287527084,0.7550294399261475,0.2015855312347412
44,1668903968824,0.10384709388017654,0.6743952035903931,0.12950342893600464
45,1668903968836,0.19547687470912933,0.5473352670669556,0.06230825558304787
46,1668903968844,0.10018189996480942,0.19914206862449646,0.0
47,1668903968854,0.10018189996480942,0.19914206862449646,0.0
48,1668903968866,0.05497787147760391,0.08918632566928864,0.012217304669320583
49,1668903968874,-0.00733038317412138,0.1160643994808197,0.05009094998240471
50,1668903968884,-0.02321287989616394,0.24556782841682434,0.1014036312699318
51,1668903968894,0.02321287989616394,0.3530801236629486,0.15393804013729095
52,1668903968906,0.05864306539297104,0.38606682419776917,0.1918116807937622
53,1668903968915,0.04886921867728233,0.32986724376678467,0.2064724564552307
54,1668903968926,0.010995574295520782,0.2382374405860901,0.1966986060142517
55,1668903968936,-0.00733038317412138,0.1368338167667389,0.16737708449363708
56,1668903968945,0.07208210229873657,-0.015882495790719986,0.05253441259264946
57,1668903968966,0.3335324227809906,0.0024434609804302454,0.025656340643763542
58,1668903968975,0.3604104816913605,0.030543262138962746,-0.02076941914856434
59,1668903968988,0.36163222789764404,0.0024434609804302454,-0.03787364438176155
60,1668903968996,0.36163222789764404,0.0024434609804302454,-0.03787364438176155
61,1668903969014,0.5607742667198181,0.03420845419168472,0.07208210229873657
62,1668903969031,0.34574973583221436,-0.012217304669320583,0.15271630883216858
63,1668903969060,0.13072516024112701,-0.1661553531885147,0.2174680233001709
64,1668903969073,0.1014036312699318,-0.2272418737411499,0.08307767659425735
65,1668903969082,-0.2015855312347412,-0.2125810980796814,-0.012217304669320583
66,1668903969093,-0.10384709388017654,0.11972958594560623,-0.04153883829712868
67,1668903969103,-0.00366519158706069,0.2431243658065796,-0.07696902006864548
68,1668903969119,0.036651913076639175,0.045204028487205505,-0.1563815027475357
69,1668903969127,0.036651913076639175,0.045204028487205505,-0.1563815027475357
70,1668903969139,0.09529497474431992,-0.22846360504627228,-0.09529497474431992
71,1668903969151,0.09529497474431992,-0.22846360504627228,-0.09529497474431992
72,1668903969193,0.14782938361167908,-0.2528982162475586,0.06963863968849182
73,1668903969199,0.14294247329235077,-0.2321287989616394,0.03787364438176155
74,1668903969206,0.14294247329235077,-0.2321287989616394,0.03787364438176155
75,1668903969217,0.10262536257505417,-0.16493362188339233,0.0024434609804302454
76,1668903969224,0.04398229718208313,-0.09040805697441101,-0.019547687843441963
77,1668903969236,0.021991148591041565,-0.04642575979232788,-0.039095375686883926
78,1668903969260,0.04153883829712868,-0.08674286305904388,-0.02687807008624077
79,1668903969266,0.04153883829712868,-0.08674286305904388,-0.02687807008624077
80,1668903969274,0.11239920556545258,-0.10506882518529892,-0.0354301854968071
81,1668903969283,0.14294247329235077,-0.12461651116609573,-0.024434609338641167
82,1668903969295,0.14049901068210602,-0.1258382350206375,-0.010995574295520782
83,1668903969305,0.10751228034496307,-0.07330382615327835,-0.009773843921720982
84,1668903969329,0.10506882518529892,0.10384709388017654,0.004886921960860491
85,1668903969336,0.13927727937698364,0.1417207419872284,0.015882495790719986
86,1668903969345,0.09407325088977814,0.14538592100143433,0.06108652427792549
87,1668903969354,0.09407325088977814,0.14538592100143433,0.06108652427792549
88,1668903969362,0.10384709388017654,0.11972958594560623,0.06475171446800232
89,1668903969373,0.14782938361167908,0.08552113175392151,0.05619960278272629
90,1668903969382,0.2015855312347412,0.03420845419168472,0.03420845419168472
91,1668903969390,0.1966986060142517,-0.02076941914856434,0.006108652334660292
92,1668903969399,0.16249015927314758,-0.05009094998240471,-0.013439035043120384
93,1668903969406,0.16249015927314758,-0.05009094998240471,-0.013439035043120384
94,1668903969415,0.16249015927314758,-0.0403171069920063,-0.018325956538319588
95,1668903969423,0.1722639948129654,-0.006108652334660292,-0.01710422709584236
96,1668903969435,0.20891591906547546,0.024434609338641167,-0.00733038317412138
97,1668903969447,0.22602014243602753,0.10506882518529892,0.015882495790719986
98,1668903969461,0.23945917189121246,0.15515977144241333,0.02076941914856434
99,1668903969470,0.24556782841682434,0.1869247704744339,0.024434609338641167
100,1668903969477,0.24556782841682434,0.1869247704744339,0.024434609338641167
101,1668903969486,0.21013765037059784,0.1771509200334549,0.03787364438176155
102,1668903969497,0.12217304855585098,0.16493362188339233,0.0757472887635231
103,1668903969504,0.08307767659425735,0.2028072625398636,0.1270599663257599
104,1668903969513,0.07330382615327835,0.2565633952617645,0.16859880089759827
105,1668903969524,0.11362093687057495,0.27977627515792847,0.1966986060142517
106,1668903969534,0.1820378452539444,0.28955012559890747,0.19058994948863983
107,1668903969543,0.20402899384498596,0.3933972120285034,0.1417207419872284
108,1668903969554,0.20402899384498596,0.3933972120285034,0.1417207419872284
109,1668903969562,0.18081611394882202,0.46303585171699524,0.09529497474431992
110,1668903969572,0.1612684279680252,0.5229006409645081,0.03420845419168472
111,1668903969579,0.14049901068210602,0.5766568183898926,-0.0012217304902151227
112,1668903969587,0.14049901068210602,0.5766568183898926,-0.0012217304902151227
113,1668903969596,0.09285151958465576,0.6389650702476501,-0.02687807008624077
114,1668903969607,0.06352998316287994,0.6927211880683899,-0.02687807008624077
115,1668903969616,0.06108652427792549,0.7428121566772461,-0.00366519158706069
116,1668903969624,0.059864792972803116,0.7806857824325562,0.021991148591041565
117,1668903969633,0.10995574295520782,0.7929030656814575,0.0403171069920063
118,1668903969641,0.08796459436416626,0.6377432942390442,0.06108652427792549
