ACC,[id],[Time],[X],[Y]
0,1668903968802,-1.7046716213226318,5.999869346618652,7.19936466217041
1,1668903968811,-1.5753847360610962,6.248866558074951,7.496245384216309
2,1668903968821,-1.3239935636520386,6.40927791595459,7.620744228363037
3,1668903968832,-0.9648633003234863,6.3063273429870605,7.778761386871338
4,1668903968843,-0.8547300100326538,6.399701118469238,7.7428483963012695
5,1668903968851,-0.3208230137825012,6.4595561027526855,6.94079065322876
6,1668903968863,-0.27054479718208313,6.335057735443115,6.701370716094971
7,1668903968871,-0.586579442024231,6.36378812789917,6.864176273345947
8,1668903968883,-0.9911994934082031,6.404489517211914,7.331045627593994
9,1668903968892,-1.4963760375976562,6.387730121612549,7.491456985473633
10,1668903968903,-1.6184803247451782,6.670246124267578,7.508216381072998
11,1668903968913,-1.889025092124939,6.586448669433594,7.3693528175354
12,1668903968923,-1.7190368175506592,6.327875137329102,7.110779285430908
13,1668903968933,-1.434126853942871,6.057330131530762,6.9695210456848145
14,1668903968943,-1.115697979927063,7.048529624938965,4.771644115447998
15,1668903968964,-1.335964560508728,6.562506675720215,6.4834980964660645
16,1668903968972,-1.3527239561080933,6.378153324127197,6.7061591148376465
17,1668903968984,-1.0438719987869263,6.751648902893066,6.588842868804932
18,1668903968993,-0.6607996821403503,6.09324312210083,7.560888767242432
19,1668903969011,-1.3000515699386597,6.430825710296631,8.473079681396484
20,1668903969025,-1.434126853942871,6.868964672088623,8.712499618530273
21,1668903969059,-0.45489832758903503,6.998251438140869,5.932831764221191
22,1668903969066,-0.45489832758903503,6.998251438140869,5.932831764221191
23,1668903969079,-0.6631938815116882,6.598419666290283,5.056553840637207
24,1668903969091,-0.5793967843055725,6.430825710296631,5.4875102043151855
25,1668903969104,-0.8307880163192749,6.485892295837402,6.423643112182617
26,1668903969113,-0.9744400978088379,6.88332986831665,6.6846113204956055
27,1668903969124,-0.9576807022094727,6.576871871948242,6.557718276977539
28,1668903969135,-0.7422025203704834,6.497863292694092,6.629544734954834
29,1668903969145,-1.2018892765045166,6.742072105407715,7.173028469085693
30,1668903969185,-1.259350061416626,6.785167694091797,7.1706342697143555
31,1668903969195,-0.9840168952941895,6.9910688400268555,7.0317702293396
32,1668903969204,-0.9600749015808105,7.086836814880371,6.672640323638916
33,1668903969215,-0.8020575642585754,6.97430944442749,6.777985095977783
34,1668903969221,-0.6751648783683777,6.993463039398193,6.710947513580322
35,1668903969233,-0.8619126081466675,7.06528902053833,6.531382083892822
36,1668903969253,-0.6536170840263367,6.971915245056152,6.342240333557129
37,1668903969261,-0.6775590777397156,7.1706342697143555,6.342240333557129
38,1668903969271,-0.3998316824436188,7.089231014251709,6.382941722869873
39,1668903969280,-0.24660277366638184,6.967126846313477,6.466738700866699
40,1668903969290,-0.5530605912208557,6.9024834632873535,6.4380083084106445
41,1668903969301,-0.8020575642585754,6.8043212890625,6.44279670715332
42,1668903969325,-1.2689268589019775,6.866570472717285,6.782773494720459
43,1668903969332,-1.4437036514282227,6.773196697235107,6.801927089691162
44,1668903969343,-1.4197616577148438,6.84981107711792,6.864176273345947
45,1668903969351,-1.4317326545715332,6.643909931182861,6.773196697235107
46,1668903969361,-1.3910311460494995,6.691793918609619,6.698976516723633
47,1668903969369,-1.194706678390503,6.694188117980957,6.617573261260986
48,1668903969379,-0.8762778043746948,6.596025466918945,6.524199485778809
49,1668903969387,-0.8762778043746948,6.596025466918945,6.524199485778809
50,1668903969395,-0.5961562395095825,6.801927089691162,6.440402507781982
51,1668903969403,-0.49799394607543945,6.722918510437012,6.260837554931641
52,1668903969412,-0.35673606395721436,6.825869083404541,6.150704383850098
53,1668903969421,-0.33997663855552673,7.022193431854248,6.133944988250732
54,1668903969428,-0.33997663855552673,7.022193431854248,6.133944988250732
55,1668903969446,-0.42377370595932007,7.151480674743652,6.069301128387451
56,1668903969459,-0.8954314589500427,7.453149795532227,6.294356346130371
57,1668903969467,-0.8954314589500427,7.453149795532227,6.294356346130371
58,1668903969474,-0.9816226959228516,7.2783732414245605,6.461950302124023
59,1668903969483,-0.9217676520347595,7.151480674743652,6.380547523498535
60,1668903969493,-0.9289502501487732,7.177816867828369,6.289567947387695
61,1668903969503,-1.1444283723831177,6.979097843170166,6.36378812789917
62,1668903969510,-1.048660397529602,7.010222434997559,6.387730121612549
63,1668903969521,-0.912190854549408,7.139509677886963,6.361393928527832
64,1668903969533,-0.7350199222564697,7.182605266571045,6.325480937957764
65,1668903969542,-0.751779317855835,7.122750282287598,6.294356346130371
66,1668903969551,-0.6033388376235962,7.15387487411499,6.347028732299805
67,1668903969559,-0.4908113479614258,7.319074630737305,6.385335922241211
68,1668903969568,-0.4908113479614258,7.319074630737305,6.385335922241211
69,1668903969576,-0.363918662071228,7.340622425079346,6.57926607131958
70,1668903969584,-0.395043283700943,7.354987621307373,6.655880928039551
71,1668903969593,-0.4692635238170624,7.252037048339844,6.445190906524658
72,1668903969605,-0.6392518281936646,7.184999465942383,6.3302693367004395
73,1668903969613,-0.8954314589500427,7.187393665313721,6.18182897567749
74,1668903969622,-1.1516109704971313,7.33583402633667,6.026205539703369
75,1668903969629,-1.1516109704971313,7.33583402633667,6.026205539703369
76,1668903969638,-1.2330138683319092,7.398083209991455,5.9304375648498535
77,1668903969646,-1.2689268589019775,7.443572998046875,5.793968200683594
78,1668903969655,-1.1252747774124146,7.376535415649414,5.916072368621826
79,1668903969665,-1.213860273361206,6.971915245056152,5.7987565994262695
80,1668903969675,-0.9720458984375,7.041347026824951,6.038176536560059
81,1668903969681,-0.9792284965515137,7.3023152351379395,6.36378812789917
82,1668903969689,-0.9792284965515137,7.3023152351379395,6.36378812789917
83,1668903969698,-1.2641384601593018,7.407660007476807,6.212953567504883
84,1668903969710,-1.4101848602294922,7.47230339050293,5.947196960449219
85,1668903969720,-1.359906554222107,7.350199222564697,5.935225963592529
86,1668903969728,-1.359906554222107,7.350199222564697,5.935225963592529
87,1668903969737,-1.2976573705673218,7.242460250854492,5.96874475479126
88,1668903969745,-1.2880805730819702,6.971915245056152,6.0190229415893555
89,1668903969754,-1.1420341730117798,6.89530086517334,5.983109951019287
90,1668903969762,-1.280897855758667,6.979097843170166,6.150704383850098
91,1668903969772,-1.3646949529647827,7.15387487411499,6.145915985107422
92,1668903969780,-1.5873557329177856,6.653486728668213,6.423643112182617
93,1668903969787,-1.5873557329177856,6.653486728668213,6.423643112182617
94,1668903969796,-1.7693150043487549,6.993463039398193,6.268020153045654
95,1668903969805,-2.31758713722229,7.1490864753723145,6.270414352416992
96,1668903969813,-2.779668092727661,6.981492042541504,5.889736175537109
97,1668903969822,-2.5785553455352783,6.9910688400268555,6.646304130554199
98,1668903969833,-3.1675288677215576,7.2352776527404785,5.521028995513916
99,1668903969842,-3.1244332790374756,6.995857238769531,5.8873419761657715
100,1668903969852,-2.8227639198303223,7.340622425079346,6.004657745361328
101,1668903969862,-2.4899697303771973,7.587224960327148,6.0621185302734375
102,1668903969869,-2.4899697303771973,7.587224960327148,6.0621185302734375
