GAME RV,[id],[Time],[X],[Y]
0,1668902763381,0.2594110071659088,-0.619301974773407,-0.6216830015182495
1,1668902763410,0.26988300681114197,-0.6141070127487183,-0.6164929866790771
2,1668902763421,0.27317699790000916,-0.6124150156974792,-0.6149420142173767
3,1668902763430,0.27662500739097595,-0.6104949712753296,-0.6134499907493591
4,1668902763470,0.2893050014972687,-0.6046270132064819,-0.6078479886054993
5,1668902763474,0.2893050014972687,-0.6046270132064819,-0.6078479886054993
6,1668902763477,0.2924500107765198,-0.603547990322113,-0.6064370274543762
7,1668902763504,0.29861199855804443,-0.6019060015678406,-0.6039090156555176
8,1668902763522,0.3052529990673065,-0.6014270186424255,-0.6013280153274536
9,1668902763538,0.31210801005363464,-0.601410984992981,-0.5988860130310059
10,1668902763550,0.3151940107345581,-0.6021490097045898,-0.5970190167427063
11,1668902763567,0.3206399977207184,-0.6035619974136353,-0.5935789942741394
12,1668902763584,0.3244880139827728,-0.6035400032997131,-0.591946005821228
13,1668902763597,0.32596099376678467,-0.6029109954833984,-0.5919139981269836
14,1668902763609,0.32778701186180115,-0.6022899746894836,-0.5917559862136841
15,1668902763620,0.3295170068740845,-0.6019619703292847,-0.5913640260696411
16,1668902763630,0.331510990858078,-0.6016029715538025,-0.5908430218696594
17,1668902763640,0.33330899477005005,-0.6010929942131042,-0.5904849767684937
18,1668902763652,0.33482199907302856,-0.6003440022468567,-0.5903900265693665
19,1668902763661,0.3361330032348633,-0.5994189977645874,-0.5904350280761719
20,1668902763675,0.3385460078716278,-0.5973330140113831,-0.5905100107192993
21,1668902763686,0.3399209976196289,-0.5960419774055481,-0.5904790163040161
22,1668902763698,0.3410800099372864,-0.5949869751930237,-0.5903419852256775
23,1668902763713,0.34239399433135986,-0.5939620137214661,-0.5899549722671509
24,1668902763726,0.345194011926651,-0.5917680263519287,-0.5887230038642883
25,1668902763740,0.34596699476242065,-0.5906689763069153,-0.5884400010108948
26,1668902763749,0.3471609950065613,-0.5891839861869812,-0.5879849791526794
27,1668902763778,0.3507139980792999,-0.5839669704437256,-0.587315022945404
28,1668902763792,0.3524160087108612,-0.5815290212631226,-0.5871670246124268
29,1668902763806,0.35534000396728516,-0.5763580203056335,-0.5880690217018127
30,1668902763830,0.35903000831604004,-0.5708180069923401,-0.5888339877128601
31,1668902763819,0.3569610118865967,-0.5736950039863586,-0.5886150002479553
32,1668902763796,0.3536129891872406,-0.5792509913444519,-0.587660014629364
33,1668902763843,0.36087700724601746,-0.5681229829788208,-0.5892249941825867
34,1668902763852,0.36319899559020996,-0.5648180246353149,-0.5894290208816528
35,1668902763867,0.3669700026512146,-0.5595009922981262,-0.5900760293006897
36,1668902763877,0.3689180016517639,-0.5568040013313293,-0.5902590155601501
37,1668902763889,0.37068700790405273,-0.5541290044784546,-0.5904830098152161
38,1668902763905,0.3748509883880615,-0.5484989881515503,-0.590349018573761
39,1668902763916,0.3770509958267212,-0.5461570024490356,-0.5899549722671509
40,1668902763929,0.37939101457595825,-0.5441769957542419,-0.5892170071601868
41,1668902763942,0.3813380002975464,-0.5425040125846863,-0.5885069966316223
42,1668902763953,0.3830240070819855,-0.5408959984779358,-0.5877659916877747
43,1668902763967,0.3864069879055023,-0.53780198097229,-0.5855029821395874
44,1668902764020,0.4083009958267212,-0.5186790227890015,-0.5896340012550354
45,1668902764030,0.41215598583221436,-0.517096996307373,-0.5883859992027283
46,1668902764061,0.42215999960899353,-0.5143910050392151,-0.5832189917564392
47,1668902764070,0.4255639910697937,-0.5136839747428894,-0.5809890031814575
48,1668902764085,0.43076300621032715,-0.5122720003128052,-0.5763909816741943
49,1668902764098,0.43366700410842896,-0.5120369791984558,-0.5743610262870789
50,1668902764043,0.4156849980354309,-0.5159429907798767,-0.5870159864425659
51,1668902764116,0.43991899490356445,-0.5109429955482483,-0.5701079964637756
