ACC,[id],[Time],[X],[Y]
0,1668902591230,-2.5282769203186035,9.186552047729492,1.764526605606079
1,1668902591263,-2.5282769203186035,9.186552047729492,1.764526605606079
2,1668902591263,-2.5282769203186035,9.186552047729492,1.764526605606079
3,1668902591281,-3.337517261505127,8.094796180725098,2.013523578643799
4,1668902591302,-3.428496837615967,8.549694061279297,2.1284453868865967
5,1668902591317,-3.3446998596191406,9.806650161743164,2.513911724090576
6,1668902591335,-1.8794482946395874,10.896012306213379,3.799597978591919
7,1668902591351,-0.9983820915222168,9.677363395690918,2.5929205417633057
8,1668902591370,-0.9983820915222168,9.677363395690918,2.5929205417633057
9,1668902591405,-0.6512228846549988,7.4100542068481445,2.9305028915405273
10,1668902591436,0.8140285611152649,9.9000244140625,2.408566951751709
11,1668902591438,0.8140285611152649,9.9000244140625,2.408566951751709
12,1668902591453,0.05027823522686958,9.210494041442871,2.1547815799713135
13,1668902591469,0.05027823522686958,9.210494041442871,2.1547815799713135
14,1668902591493,0.9289502501487732,9.188945770263672,1.7764976024627686
15,1668902591502,1.0869675874710083,9.746794700622559,1.9081788063049316
16,1668902591530,1.0869675874710083,9.746794700622559,1.9081788063049316
17,1668902591534,1.0869675874710083,9.746794700622559,1.9081788063049316
18,1668902591552,1.0869675874710083,9.746794700622559,1.9081788063049316
19,1668902591581,1.1827356815338135,9.72285270690918,1.7932571172714233
20,1668902591586,1.1827356815338135,9.72285270690918,1.7932571172714233
21,1668902591705,-3.047818660736084,9.002198219299316,3.5913026332855225
22,1668902591721,-2.96162748336792,8.674192428588867,3.6583402156829834
23,1668902591741,-2.96162748336792,8.674192428588867,3.6583402156829834
24,1668902591759,-2.4636335372924805,8.142680168151855,3.359065055847168
25,1668902591772,-1.1276689767837524,6.155492782592773,4.7836151123046875
26,1668902591855,0.507570743560791,5.315127849578857,6.172252178192139
27,1668902591879,-0.1149216815829277,4.99669885635376,5.793968200683594
28,1668902591901,1.4915876388549805,3.866635799407959,8.068459510803223
29,1668902591933,1.4915876388549805,3.866635799407959,8.068459510803223
30,1668902591956,0.3926490843296051,3.4955344200134277,7.292738437652588
31,1668902591979,0.5793967843055725,2.5522189140319824,7.69735860824585
32,1668902591987,0.5793967843055725,2.5522189140319824,7.69735860824585
33,1668902592014,2.0183119773864746,1.920149803161621,9.761159896850586
34,1668902592081,3.2992098331451416,2.1739351749420166,9.59596061706543
35,1668902592077,3.2992098331451416,2.1739351749420166,9.59596061706543
36,1668902592039,3.2992098331451416,2.1739351749420166,9.59596061706543
37,1668902592055,3.2992098331451416,2.1739351749420166,9.59596061706543
38,1668902592094,3.756502389907837,0.9864110946655273,9.536105155944824
39,1668902592114,3.3662476539611816,0.15322890877723694,9.780313491821289
40,1668902592505,4.065354347229004,-1.8291701078414917,11.101913452148438
41,1668902592499,4.065354347229004,-1.8291701078414917,11.101913452148438
42,1668902592519,4.065354347229004,-1.8291701078414917,11.101913452148438
43,1668902592543,4.065354347229004,-1.8291701078414917,11.101913452148438
44,1668902592563,4.065354347229004,-1.8291701078414917,11.101913452148438
45,1668902592565,4.065354347229004,-1.8291701078414917,11.101913452148438
46,1668902592579,4.065354347229004,-1.8291701078414917,11.101913452148438
47,1668902592603,4.627991676330566,-1.7477672100067139,10.991780281066895
48,1668902592613,4.5394062995910645,-2.0877439975738525,11.044452667236328
49,1668902592626,4.438849925994873,-2.4372973442077637,11.12346076965332
50,1668902592650,4.797980308532715,-2.5977089405059814,11.130643844604492
51,1668902592682,3.7277719974517822,-2.0901381969451904,10.685321807861328
